Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation,AC Coupled,DC Coupled,DC Tightly Coupled,Independent,Direct Support of Another Unit,Direct Support Plant ID 1,Direct Support Gen ID 1,Direct Support Plant ID 2,Direct Support Gen ID 2,Direct Support Plant ID 3,Direct Support Gen ID 3,Support T&D Asset
65076,"HEN Infrastructure, L.L.C.",66783,Weil Tract BESS,TX,Nueces,WEILT,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,6,2024,9.9,9.9,9.9,LIB,,,,1,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",66784,Pauline BESS,TX,Henderson,PAULN,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2024,9.9,9.9,9.9,LIB,,,,1,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",66788,Mineral Wells East BESS,TX,Palo Pinto,MNWLE,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2024,9.9,9.9,9.9,LIB,,,,1,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",66789,Lufkin South BESS,TX,Angelina,LUFKS,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2024,9.9,9.9,9.9,LIB,,,,1,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",66790,Judkins BESS,TX,Ector,JUDKS,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2024,9.9,9.9,9.9,LIB,,,,1,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",66791,Garden City East BESS,TX,Glasscock,GRDNE,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2024,9.9,9.9,9.9,LIB,,,,1,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",66792,Falfurrias BESS,TX,Brooks,FALFU,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,9,2024,9.9,9.9,9.9,LIB,,,,1,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",66794,Diboll BESS,TX,Angelina,DIBOL,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2024,9.9,9.9,9.9,LIB,,,,1,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",66795,CISCO BESS,TX,Eastland,CISCO,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2024,9.9,9.9,9.9,LIB,,,,1,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
64872,"Distributed Solar Development, LLC",66799,Bishop Ranch - BR 1-Y,CA,Contra Costa,4087B,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,3,2022,1.3,0.7,0.7,LIB,,,,0.3,CS,Y,,Y,,,,Y,PR,,,Y,Y,,,,Y,66799,4087, ,, ,,N
64872,"Distributed Solar Development, LLC",66800,Bishop Ranch - BR 8-P,CA,Contra Costa,4976B,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,11,2024,1.1,0.5,0.5,LIB,,,,0.3,CS,,,,,,,Y,PR,,,Y,Y,,,,Y,66800,4976, ,, ,,N
65774,"Fence Post Solar Project, LLC",66801,"Fence Post Solar Hybrid Project, LLC",TX,Navarro,FNCBE,OP,Batteries,BA,IPP Non-CHP,2,72.0,70.0,70.0,9,2024,115,70,70,LIB,,,,217.9,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
65765,Borden County Battery Energy Storage System LLC,66804,Borden County BESS,TX,Borden,1,OP,Batteries,BA,IPP Non-CHP,2,150.0,150.0,150.0,8,2024,300,150,150,LIB,,,,49.3,CT,PR,Y,Y,Y,,,,,,,,,,,,N, ,, ,, ,,N
65779,"SEPV Cuyama, LLC",66807,SEPV Cuyama Hybrid,CA,Santa Barbara,CUYA1,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,12,2023,12,3,3,LIB,,,,3,CS,PR,,,,,,,,,,Y,,Y,,,Y,66807,CUYA2, ,, ,,N
65781,Sky Ranch Solar and Storage,66814,Sky Ranch Solar,NM,Valencia,SKYBA,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,4,2024,200,200,200,LIB,,,,200,CS,,,,,PR,,,,,,Y,Y,,,,Y,66814,SKYPV, ,, ,,Y
64904,AES Clean Energy,66885,Baldy Mesa 2_Silver Peak Hybrid,CA,San Bernardino,SPKBS,OP,Batteries,BA,IPP Non-CHP,2,25.0,25.0,25.0,12,2024,100,25,25,LIB,,,,16.4,CS,,Y,,Y,,,PR,,Y,,Y,,Y,,,Y,66885,SPKPV, ,, ,,Y
65303,"SR McNeal, LLC",66925,SR McNeal,AZ,Cochise,MCBA,OP,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,12,2023,20,20,20,LIB,,,,20,BL,,,,,,,,,,,PR,Y,,,,Y,66925,MCNEA, ,, ,,Y
65838,SMT Mercedes LLC,66926,SMT Mercedes LLC,TX,Hidalgo,SMTNM,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,12,2023,10,10,10,LIB,,,,0.9,CS,Y,Y,,,,,,,PR,,,,,,,N, ,, ,, ,,N
65839,SMT Mission LLC,66927,SMT Mission LLC,TX,Hidalgo,SMTMB,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,12,2023,10,10,10,LIB,,,,0.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65844,SMT Santa Rosa LLC,66928,SMT Santa Rosa LLC,TX,Cameron,SMTSR,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,12,2023,10,10,10,LIB,,,,0.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65843,SMT Alamo LLC,66929,SMT Alamo LLC,TX,Hidalgo,SMTAL,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,12,2023,10,10,10,LIB,,,,0.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65842,SMT Bay City LLC,66930,SMT Bay City LLC,TX,Matagorda,SMTBC,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,11,2023,10,8,10,LIB,,,,0.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65841,SMT Elsa LLC,66931,SMT Elsa LLC,TX,Hidalgo,SMTEL,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,12,2023,10,6,10,LIB,,,,0.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65840,SMT Los Fresnos LLC,66932,SMT Los Fresnos LLC,TX,Cameron,SMTLF,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,12,2023,10,10,10,LIB,,,,0.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65847,SMT Harlingen II LLC,66933,SMT Harlingen II LLC,TX,Cameron,SMTH2,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,12,2023,10,10,10,LIB,,,,0.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65845,SMT Rio Grande I LLC,66934,SMT Rio Grande I LLC,TX,Starr,SMTR1,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,12,2023,10,8.5,10,LIB,,,,0.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65846,SMT Rio Grande II LLC,66935,SMT Rio Grande II LLC,TX,Starr,SMTR2,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,12,2023,10,10,10,LIB,,,,0.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
61950,Terra-Gen Operating Co-Solar,66946,"Lockhart ESS, LLC",CA,San Bernardino,LHESS,OP,Batteries,BA,IPP Non-CHP,2,45.0,45.0,45.0,7,2024,180,45,45,LIB,,,,4,CS,PR,,,,,,,,,,,,,,,N, ,, ,, ,,N
65552,Terra-Gen Operating Co-BESS 2,66949,Sagebrush Solar 2 ESS 40,CA,Kern,1,OP,Batteries,BA,IPP Non-CHP,2,40.0,40.0,40.0,9,2024,160,40,40,LIB,,,,40,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
65552,Terra-Gen Operating Co-BESS 2,66950,Sagebrush Solar 2 ESS 59,CA,Kern,1,OP,Batteries,BA,IPP Non-CHP,2,59.0,59.0,59.0,9,2024,236,59,59,LIB,,,,59,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
65859,EDPR Scarlet II LLC,66951,Scarlet II Hybrid,CA,Fresno,GEN04,OP,Batteries,BA,IPP Non-CHP,2,150.0,150.0,150.0,12,2024,600,150,150,LIB,,,,3.6,CS,,,,,,,,,,,PR,Y,,,,Y,65859,GEN03, ,, ,,N
67085,"MSS Energy Holdings, LLC (d.b.a. Calibrant Energy)",66966,Acton-Boxborough Schools BESS,MA,Middlesex,ABRSD,OP,Batteries,BA,IPP Non-CHP,2,2.1,2.1,2.1,5,2021,4.3,2.1,2.1,LIB,,,,2.1,CS,,,,,,Y,,PR,,,,,,,,N, ,, ,, ,,N
62759,National Grid Renewables,67019,"Copperhead Solar, LLC",TX,McLennan,CHSTG,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,9,2024,100,100,100,LIB,,,,48,CS,,PR,,Y,,,,,Y,,,Y,,,,N, ,, ,, ,,N
13683,North Carolina El Member Corp,67036,Davistown-Mercer,NC,Edgecombe,BAT1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,12,2024,5,2.5,2.5,LIB,,,,2.5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,67037,Medoc,NC,Halifax,BAT1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,12,2024,5,2.5,2.5,LIB,,,,2.5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,67040,Archie Horne,NC,Onslow,BAT1,OP,Batteries,BA,Electric Utility,1,10.0,10.0,10.0,12,2024,20,10,10,LIB,,,,10,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,67041,McLauchin,NC,Hoke,BAT1,OP,Batteries,BA,Electric Utility,1,15.0,15.0,15.0,12,2024,30,15,15,LIB,,,,15,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,67042,Butler,NC,Cumberland,BAT1,OP,Batteries,BA,Electric Utility,1,10.0,10.0,10.0,12,2024,20,10,10,LIB,,,,10,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,67043,Double Creek,NC,Stokes,BAT1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2024,10,5,5,LIB,,,,5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,67044,Fairfield Harbor,NC,Craven,BAT1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2024,10,5,5,LIB,,,,5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
65984,"Longbow BESS, LLC",67083,"Longbow BESS, LLC",TX,Brazoria,LBBES,OP,Batteries,BA,IPP Non-CHP,2,174.0,174.0,174.0,10,2024,407.4,174,174,LIB,,,,82.5,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
65968,"Yellow Pine Solar II, LLC",67091,Yellow Pine II,NV,Clark,YP2AB,OP,Batteries,BA,IPP Non-CHP,2,53.0,53.0,53.0,5,2024,212,53,53,LIB,,,,212,CS,PR,,,Y,,,,Y,,,,,,,,N, ,, ,, ,,N
65968,"Yellow Pine Solar II, LLC",67091,Yellow Pine II,NV,Clark,YP2BB,OP,Batteries,BA,IPP Non-CHP,2,32.0,32.0,32.0,5,2024,128,12.8,12.8,LIB,,,,128,CS,Y,,,,,,,,,,PR,Y,,,,Y,67091,YP2BP, ,, ,,N
65965,"Crow Creek Solar, LLC",67092,Paulsell,CA,Stanislaus,PSLBA,OP,Batteries,BA,IPP Non-CHP,2,15.0,15.0,15.0,6,2024,60,15,15,LIB,,,,5,CS,Y,,,Y,,,,PR,,,,,,,,N, ,, ,, ,,N
65552,Terra-Gen Operating Co-BESS 2,67093,Mojave 16/17/18 BESS,CA,Kern,GEN 1,OP,Batteries,BA,IPP Non-CHP,2,77.0,70.6,70.6,8,2020,77,77,77,LIB,,,,77,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
14127,Omaha Public Power District,67122,BRIGHT Battery,NE,Cass,1,OP,Batteries,BA,Electric Utility,1,1.0,1.0,1.0,3,2023,2.4,1,1,LIB,,,,1,CS,,,,,,,PR,,Y,,,,,,,N, ,, ,, ,,Y
66033,Groton BESS 2 LLC,67162,Groton BESS 2,MA,Middlesex,90910,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,8,2024,8.9,2,2,LIB,,,,2,CS,,Y,,,,,PR,,,,,,,,,N, ,, ,, ,,N
66050,Solar Star Prime 4 LLC,67170,Amazon SAN3 Solar Project,CA,San Diego,ASBA,OP,Batteries,BA,IPP Non-CHP,2,2.4,2.4,2.4,5,2024,8.9,2.4,2.4,LIB,,,,1,CS,,,,,,,,PR,,,Y,,Y,,,Y,67170,ASSP, ,, ,,N
66057,"Rodeo Ranch Energy Storage, LLC",67175,Rodeo Ranch Energy Storage,TX,Reeves,RODE1,OP,Batteries,BA,IPP Non-CHP,2,300.0,300.0,300.0,12,2023,600,300,300,LIB,,,,97,CS,Y,PR,,,,,,,Y,,,,,,,N, ,, ,, ,,N
66056,Mohave Energy,67178,Mohave Energy - Hybrid,AZ,Mohave,MEBA,OP,Batteries,BA,Electric Utility,1,15.0,15.0,15.0,9,2023,60,15,15,LIB,,,,1.2,CS,Y,Y,,,Y,Y,Y,Y,,,PR,,Y,,,Y,67178,MEPV, ,, ,,N
66067,Groton BESS 1 LLC,67185,Groton BESS 1,MA,Middlesex,90911,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,8,2024,8.9,2,2,LIB,,,,2,CS,,Y,,,,,PR,,,,,,,,,N, ,, ,, ,,N
66068,Holden BESS 1 LLC,67186,Holden BESS 1,MA,Worcester,90913,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,8,2024,22.4,5,5,LIB,,,,5,CS,,Y,,,,,PR,,,,,,,,,N, ,, ,, ,,N
66069,Paxton BESS 1 LLC,67187,Paxton BESS 1,MA,Worcester,90912,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,11,2024,8.9,3,3,LIB,,,,3,CS,,Y,,,,,PR,,,,,,,,,N, ,, ,, ,,N
66110,"Anemoi Energy Storage, LLC",67236,Anemoi Energy Storage,TX,Hidalgo,ANEM1,OP,Batteries,BA,IPP Non-CHP,2,200.0,200.0,200.0,6,2024,400,200,200,LIB,,,,72,CS,PR,Y,,Y,,,,,Y,Y,,,,,,N, ,, ,, ,,N
66111,"Ebony Energy Storage, LLC",67237,Ebony Energy Storage,TX,Comal,EBON1,OP,Batteries,BA,IPP Non-CHP,2,207.9,200.0,200.0,6,2024,400,200,200,LIB,,,,72,CS,PR,Y,,Y,,,,,Y,Y,,,,,,N, ,, ,, ,,N
65043,Madison Energy Investments LLC,67241,401 South,MA,Berkshire,401SB,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,12,2023,2,0.5,0.5,LIB,,,,1,CS,,,,,,,,,,,PR,Y,,,,Y,67241,4SPV1, ,, ,,N
65043,Madison Energy Investments LLC,67242,5 Berry,MA,Norfolk,5BES1,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,9,2023,7.5,1,1,LIB,,,,1,CS,,,,,,,,,,,PR,,,Y,,Y,67242,5BPV1, ,, ,,N
64872,"Distributed Solar Development, LLC",67275,White Plains_RFP-Gedney Way Landfill,NY,Westchester,4072B,OP,Batteries,BA,IPP Non-CHP,2,1.3,1.3,1.3,4,2022,5.1,1.3,1.3,LIB,,,,0.8,CS,,PR,,,Y,,,,,,Y,Y,,,,Y,67275,4072C,67275,4072G, ,,N
66147,"FFP NY Goshen Project1, LLC",67281,FFP - NY Urbanski,NY,Orange,5653B,OP,Batteries,BA,IPP Non-CHP,2,4.0,4.0,4.0,5,2024,10.5,4,4,LIB,,,,3.2,CS,,,,,Y,,,,,,PR,,Y,,,Y,66147,5653, ,, ,,N
66148,"FFP NY Goshen Project2, LLC",67282,FFP - NY Varano,NY,Orange,5654B,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,5,2024,10.5,5,5,LIB,,,,3.2,CS,,,,,Y,,,,,,PR,,Y,,,Y,67282,5654, ,, ,,N
59380,"Enel Green Power NA, Inc.",67284,Ganado Solar,TX,Jackson,GBA,OP,Batteries,BA,IPP Non-CHP,2,70.5,70.5,70.5,3,2024,115,70,70,LIB,,,,72.8,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
66151,"Sun Streams PVS, LLC",67285,Sun Streams 3,AZ,Maricopa,GEN02,OP,Batteries,BA,IPP Non-CHP,2,215.0,215.0,215.0,6,2024,860,215,215,LIB,,,,70.7,CS,,,Y,,Y,,,,,,PR,Y,,,,Y,67285,GEN01, ,, ,,N
66160,"Freemans Way Solar Project 2019, LLC",67296,CVEC Round 4 Brewster Captn Golf Course,MA,Barnstable,3658B,OP,Batteries,BA,IPP Non-CHP,2,0.4,0.4,0.4,3,2022,0.9,0.4,0.4,LIB,,,,0.4,CS,,,,,Y,,Y,PR,,,Y,Y,,,,Y,67296,3658, ,, ,,N
19499,"United Power, Inc",67300,Rattlesnake Ridge Battery Storage,CO,Weld,RATBA,OP,Batteries,BA,Electric Utility,1,11.8,11.8,11.8,5,2024,47,11.8,11.8,LIB,,,,4.6,CS,PR,,,Y,,Y,Y,,,,,,,,,N, ,, ,, ,,Y
19499,"United Power, Inc",67301,Parkway Battery Storage,CO,Broomfield,PKWBA,OP,Batteries,BA,Electric Utility,1,7.8,7.8,7.8,5,2024,31.3,7.8,7.8,LIB,,,,3.1,CS,PR,,,Y,,Y,Y,,,,,,,,,N, ,, ,, ,,Y
19499,"United Power, Inc",67302,Frederick Battery Storage,CO,Weld,FREBA,OP,Batteries,BA,Electric Utility,1,7.8,7.8,7.8,9,2024,31.3,7.8,7.8,LIB,,,,3.1,CS,PR,,,Y,,Y,Y,,,,,,,,,N, ,, ,, ,,Y
19499,"United Power, Inc",67303,Mead Battery Storage,CO,Weld,MEABA,OP,Batteries,BA,Electric Utility,1,7.8,7.8,7.8,5,2024,31.3,7.8,7.8,LIB,,,,3.1,CS,PR,,,Y,,Y,Y,,,,,,,,,N, ,, ,, ,,Y
19499,"United Power, Inc",67304,Davis Battery Storage,CO,Weld,DAVBA,OP,Batteries,BA,Electric Utility,1,11.8,11.8,11.8,8,2024,47,11.8,11.8,LIB,,,,4.6,CS,PR,,,Y,,Y,Y,,,,,,,,,N, ,, ,, ,,Y
19499,"United Power, Inc",67305,Bromley Battery Storage,CO,Adams,BROBA,OP,Batteries,BA,Electric Utility,1,11.8,11.8,11.8,6,2024,47,11.8,11.8,LIB,,,,4.6,CS,PR,,,Y,,Y,Y,,,,,,,,,N, ,, ,, ,,Y
19499,"United Power, Inc",67306,Keenesburg Battery Storage,CO,Weld,KEEBA,OP,Batteries,BA,Electric Utility,1,11.8,11.8,11.8,5,2024,47,11.8,11.8,LIB,,,,4.6,CS,PR,,,Y,,Y,Y,,,,,,,,,N, ,, ,, ,,Y
19499,"United Power, Inc",67307,Platte Valley Battery Storage,CO,Weld,PLVBA,OP,Batteries,BA,Electric Utility,1,7.8,7.8,7.8,7,2024,31.3,7.8,7.8,LIB,,,,3.1,CS,PR,,,Y,,Y,Y,,,,,,,,Y,N,67307,PLVBA, ,, ,,Y
65043,Madison Energy Investments LLC,67457,665 Scenic Highway,MA,Barnstable,SHBE1,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,12,2022,31,1,1,LIB,,,,1,CS,,,,,,,,,,,PR,,Y,,,Y,67457,SHPV1, ,, ,,N
65043,Madison Energy Investments LLC,67464,1 Commercial,MA,Norfolk,CM1BS,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,9,2023,2,1,1,LIB,,,,1,CS,,,,,,,,,,,PR,,Y,,,Y,67464,CM1PV, ,, ,,N
66219,Cavalry Energy Center LLC,67489,Cavalry Solar Hybrid,IN,White,CAVBS,OP,Batteries,BA,Electric Utility,1,45.0,45.0,45.0,5,2024,180,45,11.3,LIB,,,,3.6,CS,Y,Y,,Y,,,Y,,PR,Y,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",67493,Pavlov,TX,Matagorda,PAVLV,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2024,9.9,9.9,9.9,LIB,,,,9.9,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",67494,Mainland,TX,Galveston,MLNDB,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,6,2024,9.9,9.9,9.9,LIB,,,,9.9,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",67496,Sandlake,TX,Reeves,SDLKB,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2024,9.9,9.9,9.9,LIB,,,,9.9,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
20421,Western Minnesota Mun Pwr Agny,67545,Marshall Solar Plus LLC,MN,Lyon,MARST,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2024,30.6,5,5,LIB,,,,1.7,CS,PR,,,,Y,,,,,,Y,Y,,,Y,Y,67545,MARSL, ,, ,,N
66256,LSE Lepus LLC,67577,Monument Valley,MA,Berkshire,MONBA,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,1,2022,2.2,1,1,LIB,,,,1,CS,,,,,,,,,,,PR,,,Y,,Y,67577,MON22, ,, ,,N
66257,LSE Ophiuchus LLC,67578,Sandwich,MA,Barnstable,SWABA,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,7,2023,4.6,2,2,LIB,,,,2,CS,,,,,,,,,,,PR,,,Y,,Y,67578,SWI23, ,, ,,N
64904,AES Clean Energy,67579,AES ES Alamitos 2 LLC,CA,Los Angeles,ALMT2,OP,Batteries,BA,IPP Non-CHP,2,82.0,82.0,82.0,11,2024,328,82,82,LIB,,,,36.3,CS,,Y,,Y,,,PR,,Y,,,,,,,N, ,, ,, ,,N
60025,Greenbacker Renewable Energy Corporation,67695,Holtville,CA,Imperial,823,OP,Batteries,BA,IPP Non-CHP,2,30.0,30.0,30.0,7,2024,127,30,30,LIB,,,,1.5,CS,Y,,,,,,PR,,,,,,,,,N, ,, ,, ,,N
15248,Portland General Electric Co,67698,Coffee Creek BESS,OR,Washington,CCRK1,OP,Batteries,BA,Electric Utility,1,17.0,17.0,17.0,12,2024,34,17,17,LIB,,,,17,CS,,Y,,PR,,,,,,Y,,,,,,N, ,, ,, ,,Y
15248,Portland General Electric Co,67712,Constable BESS,OR,Washington,CSTB1,OP,Batteries,BA,Electric Utility,1,75.0,75.0,75.0,12,2024,300,75,75,LIB,,,,75,CS,Y,,,PR,,,Y,,Y,,,,,,,N, ,, ,, ,,N
66338,Al Pastor BESS LLC,67721,Al Pastor Battery Storage Plant,TX,Dawson,ALPTR,OP,Batteries,BA,IPP Non-CHP,2,100.3,100.3,100.3,11,2024,145,100.3,100.3,LIB,,,,32.9,CS,PR,,,Y,,,,,,,,,,,,N, ,, ,, ,,N
66351,Citadel BESS LLC,67738,Citadel Battery Storage Plant,TX,Harris,CITDL,OP,Batteries,BA,IPP Non-CHP,2,204.0,204.0,204.0,12,2024,298,204,204,LIB,,,,87.9,CS,PR,,,Y,,,,,,,,,,,,N, ,, ,, ,,N
66350,Wigeon Whistle BESS LLC,67739,Wigeon Whistle Battery Storage Plant,TX,Collin,WIDWH,OP,Batteries,BA,IPP Non-CHP,2,120.0,120.0,120.0,12,2024,174,120,120,LIB,,,,8.6,CS,PR,,,Y,,,,,,,,,,,,N, ,, ,, ,,N
66355,Bollinger Canyon Road BR 1-X Solar Project 2020,67743,Bishop Ranch BR 1-X,CA,Contra Costa,4057B,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,3,2022,1.1,0.5,0.5,LIB,,,,1,CS,,,,,,,Y,PR,,,Y,Y,,,,Y,67743,4057C,67743,4057R, ,,N
66357,Shapham Place Solar Project 2020 LLC,67745,White Plains RFP Shapham Place,NY,Westchester,4075B,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,5,2022,2,0.5,0.5,LIB,,,,1,CS,,PR,,,Y,,,,,,Y,Y,,,,Y,67745,4075, ,, ,,N
66361,Stampede Solar Project LLC,67762,Stampede Solar Hybrid,TX,Hopkins,STMPB,OP,Batteries,BA,IPP Non-CHP,2,72.2,72.2,72.2,10,2024,115,70,70,LIB,,,,124.9,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
66423,VESI 34 LLC,67851,Montague Energy Storage,NJ,Sussex,MONT1,OP,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,12,2024,20,20,20,LIB,,,,21.4,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
64904,AES Clean Energy,67855,Westwing,AZ,Maricopa,WESTW,OP,Batteries,BA,IPP Non-CHP,2,82.0,82.0,82.0,9,2024,329.6,82,82,LIB,,,,27.1,CS,PR,Y,,Y,,,,,Y,,,,,,,N, ,, ,, ,,Y
66433,Giga Texas Energy LLC,67860,GFTX BESS,TX,Travis,GFTX,OP,Batteries,BA,IPP Non-CHP,2,125.0,125.0,125.0,8,2024,250,125,125,OTH,,,,41.1,CS,PR,Y,,Y,,,,,Y,Y,,,,,,N, ,, ,, ,,N
66432,"BT Connolly Storage, LLC",67861,Connolly BESS,TX,Wise,CNLY,OP,Batteries,BA,IPP Non-CHP,2,125.0,125.0,125.0,11,2024,250,125,125,OTH,,,,41.1,CS,PR,Y,,Y,,,,,Y,,,,,,,N, ,, ,, ,,Y
66444,"Troutdale Grid, LLC",67869,Sundial (Troutdale) BESS,OR,Multnomah,BTD,OP,Batteries,BA,IPP Non-CHP,2,200.0,200.0,200.0,12,2024,800,200,200,LIB,,,,200,CT,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,N
